jenis_kelamin,usia,pendidikan,pekerjaan,penghasilan,domisili,durasi_internet,aktivitas_online_meningkat,emoney_pilihan1,emoney_pilihan2,emoney_pilihan3,emoney_pilihan4,emoney_pilihan5,emoney_pilihan6,emoney_pilihan7,emoney_pilihan8,emoney_pilihan9,emoney_pilihan10,emoney_pilihan11,alasan_emoney_1,alasan_emoney_2,alasan_emoney_3,alasan_emoney_4,alasan_money_5,penggunaan_emoney_1,penggunaan_emoney_2,penggunaan_emoney_3,penggunaan_emoney_4,penggunaan_emoney_5,penggunaan_emoney_6,penggunaan_emoney_7,penggunaan_emoney_8,penggunaan_emoney_9,penggunaan_emoney_10,cara_topup_emoney_1,cara_topup_emoney_2,cara_topup_emoney_3,cara_topup_emoney_4,cara_topup_emoney_5,cara_topup_emoney_6,cara_topup_emoney_7,nominal_topup,freq_topup,keluhan_emoney_1,keluhan_emoney_2,keluhan_emoney_3,keluhan_emoney_4,penggunaan_qr_1,penggunaan_qr_2,penggunaan_qr_3,penggunaan_qr_4,lokasi_qr_1,lokasi_qr_2,lokasi_qr_3,lokasi_qr_4,lokasi_qr_5
,,,,,,,,,,,,,,LinkAja,,,,,Simple,,,,,,,,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,,,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,Pembayaran tol,,,,,Mobile Banking,,,,,,,> Rp 300.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,,,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,LinkAja,,,,,Simple,,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,Flazz BCA,,,,,,Simple,,,,,,,,Pembayaran di restauran/ cafe,,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,,,,,,,,,,,Simple,,,,,Pembelian delivery makanan,,,,,,,,,,,Top up di minimarket,,,,,,Rp 100.001 – Rp 150.000,Sangat Sering (beberapa kali dalam seminggu),,,Telah Top Up tapi saldo tidak bertambah,,,GoPay,,,,Mini market,,,
,,,,,,,,GoPay,,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,,,Pembayaran tol,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,,,,Pembayaran transportasi online,Pembayaran e-commerce,,,Pembayaran tol,,,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,,,Cafe/ restaurant,,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,LinkAja,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Hanya mengisi jika akan menggunakan,,,Telah Top Up tapi saldo tidak bertambah,Nominal saldo berkurang tanpa digunakan untuk transaksi,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,ShopeePay,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,,Internet Banking,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,Telah Top Up tapi saldo tidak bertambah,,,,,,,,,,
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,,Pembayaran transportasi online,,,,Pembayaran tol,,,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,,,,,,,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,Top up di minimarket,,,,,,Rp 100.001 – Rp 150.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,Flazz BCA,LinkAja,,Brizzi,JakCard,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,Top up di minimarket,ATM,Internet Banking,,,,> Rp 300.000,Sangat Sering (beberapa kali dalam seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,,Dana,,,,,,,,,,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,Telah Top Up tapi saldo tidak bertambah,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,Melalui Driver,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,LinkAja,,Brizzi,,,,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,,,,,,,,,,,,Promo,,,Pembelian delivery makanan,,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,Flazz BCA,,,,,,,,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,Internet Banking,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,,,,eMoney Mandiri,Flazz BCA,,,,,,Simple,,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,,,Top up di minimarket,,Internet Banking,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,Kartu eMoney tidak terdeteksi,,,,GoPay,,,,Mini market,,,
,,,,,,,,GoPay,ShopeePay,,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,,Dana,,,,,,,,Simple,,,,,,,Pembayaran e-commerce,,,,,,,,,,ATM,,,,,Rp 150.001 – Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,,,,Pembayaran di minimarket,,,,,,,,,,,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,,,,,,LinkAja,,,,,,Efisien secara waktu,,,,,Pembayaran transportasi online,,,,,,,,,,,,,,SMS Banking,,> Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,,,,,Pembelian delivery makanan,,,,,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,,,Cafe/ restaurant,,,,
,,,,,,,,,,,,,,LinkAja,,,,,,Efisien secara waktu,,,,,,,,Pembelian pulsa,,,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,,,ATM,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,LinkAja,Cafe/ restaurant,Mini market,,,
,,,,,,,,,,,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,,,Aman,,,,,,Pembayaran tol,,,,,Mobile Banking,,ATM,,,,,Rp 100.001 – Rp 150.000,Hanya mengisi jika akan menggunakan,,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,,,,Mobile Banking,,ATM,,,,,> Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,,,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,,Promo,,,,,Pembayaran e-commerce,,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,,,,Top up di minimarket,ATM,Internet Banking,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,,,,,,OVO,,,Mini market,,,
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,,,,Mobile Banking,,ATM,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,,GoPay,,,Cafe/ restaurant,,,,
,,,,,,,,,,,,eMoney Mandiri,,,,,,,,,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,Telah Top Up tapi saldo tidak bertambah,,QRIS,,,,,,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,Aman,,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,,Aman,Pembelian delivery makanan,Pembayaran transportasi online,,,,,,,Pembayaran transportasi umum,,Mobile Banking,,ATM,,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,,GoPay,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,LinkAja,,Brizzi,,,Simple,,,,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,,,Pembayaran e-commerce,,Pembelian pulsa,,,,,Pembayaran utilitas (PLN,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,Brizzi,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,,Efisien secara waktu,,,Aman,Pembelian delivery makanan,,,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,,,,,eMoney Mandiri,Flazz BCA,,,,,,Simple,,,,,,,,,,Pembayaran tol,,,,,,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,Brizzi,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,Internet Banking,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,,Dana,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,,GoPay,OVO,,Cafe/ restaurant,,Supermarket/ Mall,,
,,,,,,,,,,,Dana,,,,,,,,,Efisien secara waktu,,,,,,,,Pembelian pulsa,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,,,QRIS,,,,,,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,,,Dana,eMoney Mandiri,Flazz BCA,,,,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,Top up di minimarket,ATM,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
